Unnamed: 0,id,gender,subCategory,articleType,season,usage,image,Color,filename,link,outfit_id
13886,4370,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/4370.jpg,Neutros,4370.jpg,http://assets.myntassets.com/v1/images/style/properties/d05250496429d314b0bd91e5461930f0_images.jpg,107
4119,12683,Women,Shoes,Shoes,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/12683.jpg,Neutros,12683.jpg,http://assets.myntassets.com/v1/images/style/properties/0e6c277c24339e8e60ba4bc766002b6b_images.jpg,107
17480,31018,Men,Bottomwear,Pants,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/31018.jpg,Azul,31018.jpg,http://assets.myntassets.com/v1/images/style/properties/660bd961c92002324f6a029db71e19d4_images.jpg,108
16079,21466,Women,over_Topwear,Sweaters,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/21466.jpg,Azul,21466.jpg,http://assets.myntassets.com/v1/images/style/properties/988242868f2ba6513f38c2e99024cc26_images.jpg,108
6893,7407,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/7407.jpg,Marrón,7407.jpg,http://assets.myntassets.com/v1/images/style/properties/d7e107a2342585b6e80c1ba39050ed23_images.jpg,108
3354,19004,Women,over_Topwear,Jackets,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/19004.jpg,Rojo,19004.jpg,http://assets.myntassets.com/v1/images/style/properties/d2127a1293498c6dec58f99d06357d8d_images.jpg,108
3030,2167,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/2167.jpg,Azul,2167.jpg,http://assets.myntassets.com/v1/images/style/properties/5804ef23c9bfc0b720d3cdb7b4b903de_images.jpg,109
17618,11427,Women,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/11427.jpg,Morado,11427.jpg,http://assets.myntassets.com/v1/images/style/properties/48ab905e4b21775d39082163f7113076_images.jpg,109
17215,26294,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/26294.jpg,Azul,26294.jpg,http://assets.myntassets.com/v1/images/style/properties/457872be931fa01adb1d9bb40f1d82fa_images.jpg,109
21641,10612,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/10612.jpg,Rojo,10612.jpg,http://assets.myntassets.com/v1/images/style/properties/8b2cd3af201abba3b6d10d96508e6669_images.jpg,109
10706,9674,Men,Bottomwear,Shorts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/9674.jpg,Neutros,9674.jpg,http://assets.myntassets.com/v1/images/style/properties/8a8e04d1adbb6fb6968e6b53f34a1348_images.jpg,110
14597,8432,Women,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/8432.jpg,Morado,8432.jpg,http://assets.myntassets.com/v1/images/style/properties/cb6083a0f18eb43fc1aca59bfd51c0ba_images.jpg,110
15793,30141,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/30141.jpg,Amarillo,30141.jpg,http://assets.myntassets.com/v1/images/style/properties/d277efeefaa4e892f924e2cfba2c6428_images.jpg,110
3456,31235,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/31235.jpg,Azul,31235.jpg,http://assets.myntassets.com/v1/images/style/properties/562342ded8aee7b2985d87fecd1efef2_images.jpg,110
21450,13099,Men,over_Topwear,Sweaters,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13099.jpg,Azul,13099.jpg,http://assets.myntassets.com/v1/images/style/properties/9cc3ae33ebef3a85f25d48efbfa79caf_images.jpg,111
19355,34509,Women,Shoes,Sandals,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/34509.jpg,Neutros,34509.jpg,http://assets.myntassets.com/v1/images/style/properties/9575c7667ce60bbddb282b0e0bee5258_images.jpg,111
16958,7241,Men,Shoes,Shoes,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/7241.jpg,Marrón,7241.jpg,http://assets.myntassets.com/v1/images/style/properties/2cf0ceb42065fe2eec7ca7a74514a973_images.jpg,111
6861,25424,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/25424.jpg,Neutros,25424.jpg,http://assets.myntassets.com/v1/images/style/properties/c581733ad6a4c5fe72950ac947cd38b7_images.jpg,111
22392,32947,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/32947.jpg,Azul,32947.jpg,http://assets.myntassets.com/v1/images/style/properties/e51da13d5d0ef2bb629ac2f733879f90_images.jpg,112
4157,9517,Men,Topwear,Shirts,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/9517.jpg,Neutros,9517.jpg,http://assets.myntassets.com/v1/images/style/properties/114fbe9a1b0eb2a7a043274cb6cdb40e_images.jpg,112
15665,12229,Men,Topwear,Shirts,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/12229.jpg,Neutros,12229.jpg,http://assets.myntassets.com/v1/images/style/properties/18e37382b6d7bb05dc9ac2265e6f013e_images.jpg,112
3712,52162,Women,Dress,Dresses,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/52162.jpg,Neutros,52162.jpg,http://assets.myntassets.com/v1/images/style/properties/e2f7566b4cde1590facc4cdfb3e2668c_images.jpg,112
6383,7293,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/7293.jpg,Verde,7293.jpg,http://assets.myntassets.com/v1/images/style/properties/23f01ffe23d56ba4407b6bdc52e8d35e_images.jpg,113
34,49495,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/49495.jpg,Neutros,49495.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Khaki-Shoes_dcaf7c703e9c0396650529df2b2a8893_images.jpg,113
20703,14480,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/14480.jpg,Azul,14480.jpg,http://assets.myntassets.com/v1/images/style/properties/81630f55de7e8ab5d117efde6675a72e_images.jpg,113
3899,16640,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/16640.jpg,Verde,16640.jpg,http://assets.myntassets.com/v1/images/style/properties/b15dd7800cc4be9b7b3872bd273f9137_images.jpg,113
3663,57074,Women,Bottomwear,Pants,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/57074.jpg,Neutros,57074.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Jeans_03d499a9dc2a7f0f758da0b358bcf757_images.jpg,114
5683,49956,Men,Bottomwear,Shorts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/49956.jpg,Neutros,49956.jpg,http://assets.myntassets.com/v1/images/style/properties/Hanes-Men-Black-34-Length-Pants_dfde6adbd6e94538191985b20d4f8971_images.jpg,114
20998,23668,Men,over_Topwear,Sweaters,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/23668.jpg,Neutros,23668.jpg,http://assets.myntassets.com/v1/images/style/properties/6eb0bd3772bcc6019bbb762702b41360_images.jpg,114
3961,13903,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13903.jpg,Neutros,13903.jpg,http://assets.myntassets.com/v1/images/style/properties/d8c6523e3fef252e917a42bf4599bff5_images.jpg,114
4289,7273,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/7273.jpg,Amarillo,7273.jpg,http://assets.myntassets.com/v1/images/style/properties/51f732cfb1125241c3010dcee73b7789_images.jpg,115
9687,33830,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/33830.jpg,Neutros,33830.jpg,http://assets.myntassets.com/v1/images/style/properties/093dd3ab93281e63049c228b99b783b7_images.jpg,115
14443,49511,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/49511.jpg,Neutros,49511.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Grey-Chukka-Del-Barco-Decon-CA-Shoes_42603b7d9416d4ec5625aa643ffa8a8d_images.jpg,115
10454,43927,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/43927.jpg,Amarillo,43927.jpg,http://assets.myntassets.com/v1/images/style/properties/5fa11e18c8e1ec331964cb06bb479973_images.jpg,115
8336,26898,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/26898.jpg,Rosado,26898.jpg,http://assets.myntassets.com/v1/images/style/properties/cfeb78e3b0dc64acdf804482ff556bb6_images.jpg,116
18382,18990,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/18990.jpg,Neutros,18990.jpg,http://assets.myntassets.com/v1/images/style/properties/9abb9e0a0867a6558980a66ae58cf710_images.jpg,116
10139,16541,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/16541.jpg,Neutros,16541.jpg,http://assets.myntassets.com/v1/images/style/properties/61d0ebac77454d9be4898a228c5b942b_images.jpg,116
835,18403,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/18403.jpg,Neutros,18403.jpg,http://assets.myntassets.com/v1/images/style/properties/87cd7b092091609ac02f152cb50960f2_images.jpg,116
15884,29605,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/29605.jpg,Neutros,29605.jpg,http://assets.myntassets.com/v1/images/style/properties/a0dc05f7f714d08cd90ea3fdd554d942_images.jpg,117
10353,4563,Women,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/4563.jpg,Neutros,4563.jpg,http://assets.myntassets.com/v1/images/style/properties/38d0a463b2a23b464a35f383ea7fa3cf_images.jpg,117
10831,56663,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/56663.jpg,Marrón,56663.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Brown-Shoes_c937072ab8c61c0c41dff787c84d3bd6_images.jpg,117
19876,59049,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/59049.jpg,Neutros,59049.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_ef075ee9323b0c457a5f3d4cb84bafab_images.jpg,117
1244,15127,Men,Bottomwear,Pants,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/15127.jpg,Marrón,15127.jpg,http://assets.myntassets.com/v1/images/style/properties/c9048da20bb1b21b92cd061f8afe11fd_images.jpg,118
3160,28320,Men,Shoes,Sandals,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/28320.jpg,Marrón,28320.jpg,http://assets.myntassets.com/v1/images/style/properties/8accc1d80adaff9e09547102014623ed_images.jpg,118
15458,5145,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/5145.jpg,Neutros,5145.jpg,http://assets.myntassets.com/v1/images/style/properties/d2d5bf507ed2bda5afde0c228bc7f4a3_images.jpg,118
14686,45584,Men,Shoes,Shoes,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/45584.jpg,Neutros,45584.jpg,http://assets.myntassets.com/v1/images/style/properties/88035a5857b8eec95efef81b0eedbb24_images.jpg,118
3766,35632,Men,Shoes,Sandals,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/35632.jpg,Neutros,35632.jpg,http://assets.myntassets.com/v1/image/style/properties/35632/Gliders-Men-Red--Black-Econew-Flip-Flops_1_9d6614d1688f6cc77382d2d94ab19d4b.jpg,119
14041,41404,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/41404.jpg,Rosado,41404.jpg,http://assets.myntassets.com/v1/images/style/properties/e3a3b4b19dd6cee67e7070e80091e4b1_images.jpg,119
3876,16472,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/16472.jpg,Azul,16472.jpg,http://assets.myntassets.com/v1/images/style/properties/0016805cde6eca340e409b56204c9a6f_images.jpg,119
3655,8407,Men,Topwear,Tshirts,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/8407.jpg,Azul,8407.jpg,http://assets.myntassets.com/v1/images/style/properties/9641603ece213a237dfaf9c11cb832fb_images.jpg,119
8159,18932,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/18932.jpg,Neutros,18932.jpg,http://assets.myntassets.com/v1/images/style/properties/b94779d107e07c5b4bf5c9538027a227_images.jpg,120
7263,54078,Men,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/54078.jpg,Naranja,54078.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Orange-Sports-Shoes_745cfb30bb91c1be8db880f940dd227a_images.jpg,120
20567,7149,Women,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/7149.jpg,Azul,7149.jpg,http://assets.myntassets.com/v1/images/style/properties/a6fe70cb73c43833fd4105477baaacc1_images.jpg,120
17072,36233,Women,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/36233.jpg,Neutros,36233.jpg,http://assets.myntassets.com/v1/images/style/properties/24fdbcf227fd847fe24002deb3c46d29_images.jpg,120
560,18665,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/18665.jpg,Neutros,18665.jpg,http://assets.myntassets.com/v1/images/style/properties/3f475a31c39bcc9c6045a9f8c7452893_images.jpg,121
1728,27623,Men,Bottomwear,Shorts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/27623.jpg,Neutros,27623.jpg,http://assets.myntassets.com/v1/images/style/properties/e5c4d1d6162192568cf3b0f8cad15a6f_images.jpg,121
949,17017,Women,Shoes,Flats,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/17017.jpg,Neutros,17017.jpg,http://assets.myntassets.com/v1/images/style/properties/89ecaa554ef5971e55812242be4559fe_images.jpg,121
19115,11883,Men,Shoes,Shoes,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/11883.jpg,Neutros,11883.jpg,http://assets.myntassets.com/v1/images/style/properties/ee1797b3d620bae7d560ac70e67aa5e9_images.jpg,121
21590,3943,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/3943.jpg,Rojo,3943.jpg,http://assets.myntassets.com/v1/images/style/properties/40b030290e182b1382ae9766e71425ef_images.jpg,122
4794,49585,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/49585.jpg,Neutros,49585.jpg,http://assets.myntassets.com/v1/images/style/properties/b35997cf33b0115f8ad527f3eceeb59a_images.jpg,122
7515,57290,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/57290.jpg,Neutros,57290.jpg,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Grey-Shirt_e5a6132babda581fa86697045f05abae_images.jpg,122
17213,6184,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/6184.jpg,Rojo,6184.jpg,http://assets.myntassets.com/v1/images/style/properties/e0246652704de8354fa8707babc3a974_images.jpg,122
12490,17281,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/17281.jpg,Neutros,17281.jpg,http://assets.myntassets.com/v1/images/style/properties/0e8485bbd30cd6ff0579ab1b71dd0f94_images.jpg,123
20829,11757,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/11757.jpg,Morado,11757.jpg,http://assets.myntassets.com/v1/images/style/properties/cff7299ae0fb50e55928ad01258f910f_images.jpg,123
598,28460,Women,Bottomwear,Shorts,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/28460.jpg,Rosado,28460.jpg,http://assets.myntassets.com/v1/images/style/properties/44f0716e5b5d34fff6c4230113004cab_images.jpg,123
7376,9169,Men,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/9169.jpg,Azul,9169.jpg,http://assets.myntassets.com/v1/images/style/properties/7267b462fcf5fb8b01b0ecac1c64077c_images.jpg,123
2480,5654,Men,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/5654.jpg,Neutros,5654.jpg,http://assets.myntassets.com/v1/images/style/properties/85fc66a2cdec98335e142d8a30ca8347_images.jpg,124
3581,5571,Men,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/5571.jpg,Neutros,5571.jpg,http://assets.myntassets.com/v1/images/style/properties/b73282f0ea0e04fcdf655aa4a0a598bf_images.jpg,124
11441,48383,Men,Bottomwear,Pants,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/48383.jpg,Neutros,48383.jpg,http://assets.myntassets.com/v1/images/style/properties/91e9cd597dbf269de0ead989a49ccf08_images.jpg,124
3920,6331,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/6331.jpg,Amarillo,6331.jpg,http://assets.myntassets.com/v1/images/style/properties/015ef4c5400c0274cd076415a2303315_images.jpg,124
12794,44774,Men,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/44774.jpg,Neutros,44774.jpg,http://assets.myntassets.com/v1/images/style/properties/31c26d852650e287e5cb7b120cd21421_images.jpg,125
17035,41395,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/41395.jpg,Rojo,41395.jpg,http://assets.myntassets.com/v1/images/style/properties/Wrangler-Men-Multi-Coloured-Checked-Slim-Fit-Casual-Shirt_4702369d04122a037fe81806666a3fe5_images.jpg,125
12718,37272,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/37272.jpg,Neutros,37272.jpg,http://assets.myntassets.com/v1/images/style/properties/197ef8386aacf8706bc0b922e82f8954_images.jpg,125
1131,14496,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/14496.jpg,Neutros,14496.jpg,http://assets.myntassets.com/v1/images/style/properties/e049a003fb6a4def8cce97f6ff7e0cc7_images.jpg,125
18253,3836,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/3836.jpg,Marrón,3836.jpg,http://assets.myntassets.com/v1/images/style/properties/aadd4d87169ab3f1cff233f81a764731_images.jpg,126
4260,16072,Men,Bottomwear,Pants,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/16072.jpg,Neutros,16072.jpg,http://assets.myntassets.com/v1/images/style/properties/5aed8e5f5c210166dd630c1111fe7a87_images.jpg,126
21900,26145,Men,Bottomwear,Pants,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/26145.jpg,Azul,26145.jpg,http://assets.myntassets.com/v1/images/style/properties/b2f97be88f846a9e521c04e6675d3bcc_images.jpg,126
14224,19430,Men,Bottomwear,Shorts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/19430.jpg,Neutros,19430.jpg,http://assets.myntassets.com/v1/images/style/properties/059d379792dee4d926d5654d4064bb7c_images.jpg,126
20995,40108,Men,Bottomwear,Pants,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/40108.jpg,Neutros,40108.jpg,http://assets.myntassets.com/v1/images/style/properties/e80ad20b84c6abd7017dbff8c36885c2_images.jpg,127
