id,gender,subCategory,articleType,season,usage,Color,embedding,link,outfit_id
11426,Men,Topwear,Shirts,Fall,Casual,Azul,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.25236875), np.float32(0.0), np.float32(0.0), np.float32(0.3383786), np.float32(0.32455522), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.09849529), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.21356678), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.056472942), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.033540897), np.float32(0.07747793), np.float32(0.0), np.float32(0.0), np.float32(0.092154436), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.1761278), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.16997194), np.float32(0.0), np.float32(0.0), np.float32(0.1412875), np.float32(0.0), np.float32(0.1225403), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.2670822), np.float32(0.0), np.float32(0.2617512), np.float32(0.0), np.float32(0.0), np.float32(0.16395247), np.float32(0.124798566), np.float32(0.18177244), np.float32(0.0), np.float32(0.26478297), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.20941833), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.17111672), np.float32(0.0), np.float32(0.2343736), np.float32(0.0), np.float32(0.1808502), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.115999565), np.float32(0.0793203), np.float32(0.033992644), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.017473228), np.float32(0.0), np.float32(0.12980843), np.float32(0.32555848), np.float32(0.09766788), np.float32(0.0), np.float32(0.0), np.float32(0.019606128), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.027098853), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.24969548), np.float32(0.43361652), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.36050954)]",http://assets.myntassets.com/v1/images/style/properties/e9defd941abd5d64b1c6c9efab284959_images.jpg,9
11901,Men,Shoes,Shoes,Fall,Formal,Rojo,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3202918), np.float64(0.0), np.float64(0.0), np.float64(0.43662596), np.float64(0.39703238), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.15539189), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3051163), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.12062617), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.05646566), np.float64(0.09949548), np.float64(0.0), np.float64(0.0), np.float64(0.0977897), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.189786), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.27150998), np.float64(0.0), np.float64(0.0), np.float64(0.12204856), np.float64(0.0), np.float64(0.1704939), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.36042333), np.float64(0.0), np.float64(0.33417064), np.float64(0.0), np.float64(0.0), np.float64(0.18589957), np.float64(0.13983613), np.float64(0.2603561), np.float64(0.0), np.float64(0.36483306), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.25012457), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2188548), np.float64(0.0), np.float64(0.27209955), np.float64(0.0), np.float64(0.2235023), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.13860743), np.float64(0.11213158), np.float64(0.08566374), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.08631945), np.float64(0.0), np.float64(0.12969208), np.float64(0.39211065), np.float64(0.10630757), np.float64(0.0), np.float64(0.0), np.float64(0.04444571), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.09326401), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3473265), np.float64(0.5177557), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.4345957)]",http://assets.myntassets.com/v1/images/style/properties/a0247bf5d0a095d32ddd2e0b403f6e79_images.jpg,9
8840,Men,Bottomwear,Pants,Winter,Formal,Neutros,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2845561), np.float64(0.0), np.float64(0.0), np.float64(0.38479662), np.float64(0.27436024), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.07298739), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.21685088), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0307925), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.057984), np.float64(0.0013253), np.float64(0.0), np.float64(0.0), np.float64(0.13785565), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2521718), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.21146128), np.float64(0.0), np.float64(0.0), np.float64(0.1291392), np.float64(0.0), np.float64(0.15140787), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.29321587), np.float64(0.0), np.float64(0.284713), np.float64(0.0), np.float64(0.0), np.float64(0.21912976), np.float64(0.14357997), np.float64(0.29025486), np.float64(0.0), np.float64(0.35337436), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.23556948), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.21383357), np.float64(0.0), np.float64(0.19713964), np.float64(0.0), np.float64(0.23492026), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1000178), np.float64(0.02552499), np.float64(0.1084895), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.05516961), np.float64(0.0), np.float64(0.20998847), np.float64(0.33215255), np.float64(0.15055893), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.07393902), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.4001433), np.float64(0.41818017), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.37355217)]",http://assets.myntassets.com/v1/images/style/properties/SCULLERS-Men-Black-Checked-Trousers_944786d2f227f0f05ee7539a69ffca99_images.jpg,9
17150,Men,over_Topwear,Jackets,Winter,Casual,Rojo,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.262436181), np.float64(0.0), np.float64(0.0), np.float64(0.368323147), np.float64(0.426186323), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.133937284), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.255569994), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.115544364), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0160526633), np.float64(0.135480434), np.float64(0.0), np.float64(0.0), np.float64(0.0458771549), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.136013165), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.175433278), np.float64(0.0), np.float64(0.0), np.float64(0.150624409), np.float64(0.0), np.float64(0.144999772), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.316431999), np.float64(0.0), np.float64(0.315725297), np.float64(0.000206172466), np.float64(0.0), np.float64(0.151602373), np.float64(0.143918678), np.float64(0.144867271), np.float64(0.0), np.float64(0.249696225), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.226610914), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0258137882), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.176167473), np.float64(0.0), np.float64(0.311549246), np.float64(0.0), np.float64(0.184947729), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.149242327), np.float64(0.154498383), np.float64(0.0156587027), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.023976393), np.float64(0.0), np.float64(0.0799993873), np.float64(0.404069543), np.float64(0.0367915854), np.float64(0.0), np.float64(0.0), np.float64(0.101767018), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0115012676), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.223332733), np.float64(0.507451594), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.400904804)]",http://assets.myntassets.com/v1/images/style/properties/9041f31c54d86034ef2da6d97ecd088f_images.jpg,9
29608,Men,Topwear,Shirts,Summer,Formal,Azul,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.006741634), np.float32(0.0), np.float32(0.0), np.float32(0.071275815), np.float32(0.0), np.float32(0.0), np.float32(0.40440518), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.31194693), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.34662706), np.float32(0.0), np.float32(0.0), np.float32(0.035769172), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.3047046), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.22539543), np.float32(0.20070568), np.float32(0.0), np.float32(0.0), np.float32(0.12547083), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.24592012), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.17512685), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.029864475), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.13861714), np.float32(0.0), np.float32(0.25989786), np.float32(0.0), np.float32(0.0), np.float32(0.21540809), np.float32(0.03302315), np.float32(0.34981918), np.float32(0.0), np.float32(0.22382984), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.28884155), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.18031877), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.29149634), np.float32(0.0), np.float32(0.2008012), np.float32(0.009854622), np.float32(0.07645289), np.float32(0.006769374), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.07192269), np.float32(0.2064967), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.2654877), np.float32(0.0), np.float32(0.17920446), np.float32(0.19313638), np.float32(0.15198477), np.float32(0.0075727636), np.float32(0.0), np.float32(0.22127548), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.29549575), np.float32(0.0025100969), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.3901418), np.float32(0.21973382), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.46693358)]",http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Formal-Shoes_70a3c7c185338a5636c8c0e668829bb6_images.jpg,10
59435,Men,Shoes,Shoes,Summer,Formal,Neutros,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.07226655), np.float64(0.0), np.float64(0.0), np.float64(0.38910377), np.float64(0.00547964), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3207637), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3345638), np.float64(0.0), np.float64(0.0), np.float64(0.03820308), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3192525), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.22272135), np.float64(0.23181465), np.float64(0.0), np.float64(0.0), np.float64(0.10054153), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.22006841), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.16253151), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.03089586), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.14917205), np.float64(0.0), np.float64(0.26565185), np.float64(0.0), np.float64(0.0), np.float64(0.1719806), np.float64(0.03030028), np.float64(0.30677545), np.float64(0.0), np.float64(0.19261506), np.float64(0.0), np.float64(0.00227284), np.float64(0.0), np.float64(0.28835374), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.22099072), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.26993877), np.float64(0.0), np.float64(0.2199394), np.float64(0.0), np.float64(0.0708724), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.11555519), np.float64(0.19354895), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.25746214), np.float64(0.0), np.float64(0.15856238), np.float64(0.20429501), np.float64(0.13749468), np.float64(0.0), np.float64(0.0), np.float64(0.27525002), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.26407617), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3244269), np.float64(0.2284965), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.45593858)]",http://assets.myntassets.com/v1/images/style/properties/211bb5b1fa17e22b8c12141265211eb2_images.jpg,10
26827,Men,Bottomwear,Pants,Summer,Formal,Verde,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.05853117), np.float64(0.0), np.float64(0.0), np.float64(0.37808144), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3119384), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.32126045), np.float64(0.0), np.float64(0.0), np.float64(0.0278895), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.30430913), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.23318851), np.float64(0.22105321), np.float64(0.0), np.float64(0.0), np.float64(0.11286151), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2343101), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.14294627), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.02468671), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.13360956), np.float64(0.0), np.float64(0.25429675), np.float64(0.0), np.float64(0.0), np.float64(0.17847578), np.float64(0.03858534), np.float64(0.29912144), np.float64(0.0), np.float64(0.18218072), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.28628284), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.22860186), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.27100998), np.float64(0.0), np.float64(0.20654568), np.float64(0.0), np.float64(0.06555252), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1054647), np.float64(0.18907814), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.24552259), np.float64(0.0), np.float64(0.1636853), np.float64(0.19470659), np.float64(0.14356266), np.float64(0.0), np.float64(0.0), np.float64(0.25662744), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.25168678), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.33195108), np.float64(0.21720624), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.4517136)]",http://assets.myntassets.com/v1/images/style/properties/b84ff60e9a3642237a53b4bf92652fcd_images.jpg,10
31743,Men,over_Topwear,Jackets,Summer,Formal,Verde,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0832615197), np.float64(0.0), np.float64(0.0), np.float64(0.376084626), np.float64(0.0221692771), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.287021011), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.303860664), np.float64(0.0), np.float64(0.0), np.float64(0.0148033723), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.273938), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.205799371), np.float64(0.201499999), np.float64(0.0), np.float64(0.0), np.float64(0.117143095), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.226207629), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.150298208), np.float64(0.0), np.float64(0.0), np.float64(3.83555889e-05), np.float64(0.0), np.float64(0.0450580269), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.155150652), np.float64(0.0), np.float64(0.244562715), np.float64(0.0), np.float64(0.0), np.float64(0.183433339), np.float64(0.0532753505), np.float64(0.296068758), np.float64(0.0), np.float64(0.201873153), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.267322958), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.186756864), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.238442302), np.float64(0.0), np.float64(0.190015852), np.float64(0.0), np.float64(0.0962789059), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0135459118), np.float64(0.101674996), np.float64(0.1803675), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.232993603), np.float64(0.0), np.float64(0.163363636), np.float64(0.203462631), np.float64(0.139210969), np.float64(0.0), np.float64(0.0), np.float64(0.214765087), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.218993038), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.337554365), np.float64(0.228770375), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.419170797)]",http://assets.myntassets.com/v1/images/style/properties/3fe6d3eb365e8c84598417dc110a1bd5_images.jpg,10
41231,Men,Shoes,Shoes,Summer,Sports,Neutros,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.066622615), np.float32(0.0), np.float32(0.0), np.float32(0.2554714), np.float32(0.14394228), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.28312278), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.26582813), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.29491413), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.14854816), np.float32(0.2670407), np.float32(0.0), np.float32(0.0), np.float32(0.027184874), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.10124327), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.08417046), np.float32(0.0), np.float32(0.0), np.float32(0.057851), np.float32(0.0), np.float32(0.018746449), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.124491036), np.float32(0.0), np.float32(0.21338826), np.float32(0.0), np.float32(0.0), np.float32(0.07741546), np.float32(0.049102597), np.float32(0.1098955), np.float32(0.0), np.float32(0.07559199), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.22527075), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.23485771), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.18130937), np.float32(0.0), np.float32(0.25137067), np.float32(0.0), np.float32(0.023779731), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0630515), np.float32(0.22075169), np.float32(0.0799835), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.14282548), np.float32(0.0), np.float32(0.04684712), np.float32(0.23159717), np.float32(0.03975708), np.float32(0.0), np.float32(0.0), np.float32(0.34827003), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.13532735), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.101440325), np.float32(0.26438034), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.38336682)]",http://assets.myntassets.com/v1/images/style/properties/79ab8e426bec027b33c9e2ccac1096f1_images.jpg,11
31142,Men,Topwear,Shirts,Summer,Formal,Naranja,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.03786706), np.float64(0.0), np.float64(0.0), np.float64(0.10113902), np.float64(0.0), np.float64(0.0), np.float64(0.44842464), np.float64(0.07223114), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.37041032), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.37680662), np.float64(0.0), np.float64(0.0), np.float64(0.04222033), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.37938547), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.25251588), np.float64(0.26987854), np.float64(0.0), np.float64(0.0), np.float64(0.07606027), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.23656659), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.19407403), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.04547455), np.float64(0.01222564), np.float64(0.03543643), np.float64(0.0), np.float64(0.0), np.float64(0.20332456), np.float64(0.0), np.float64(0.3106002), np.float64(0.0), np.float64(0.0), np.float64(0.15338437), np.float64(0.0646501), np.float64(0.3307503), np.float64(0.0), np.float64(0.20703986), np.float64(0.0), np.float64(0.00971005), np.float64(0.0), np.float64(0.3317793), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.249116), np.float64(0.01769224), np.float64(0.0), np.float64(0.0), np.float64(0.31175655), np.float64(0.0), np.float64(0.276803), np.float64(0.03720148), np.float64(0.07692143), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.02123306), np.float64(0.18790029), np.float64(0.2190825), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.01432509), np.float64(0.0), np.float64(0.0), np.float64(0.29140967), np.float64(0.0), np.float64(0.13929427), np.float64(0.27383822), np.float64(0.11498422), np.float64(0.01176261), np.float64(0.0), np.float64(0.3423068), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.29130214), np.float64(0.03341899), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3334615), np.float64(0.3043374), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.51451826)]",http://assets.myntassets.com/v1/images/style/properties/d7b9e64675ee1886484481433b0220fe_images.jpg,11
